Temperature,Humidity,Infrared,Distance,CreatedAt,IsAlarm
30.24,13,1,60.46,09/09/2020 08:20:57,No
32.18,13,0,222,09/09/2020 08:20:58,No
32.18,13,0,400,09/09/2020 08:20:59,No
31.86,13,0,400,09/09/2020 08:21:00,No
32.5,13,0,400,09/09/2020 08:21:01,No
32.18,13,0,400,09/09/2020 08:21:02,No
32.18,13,0,400,09/09/2020 08:21:03,No
31.86,13,0,400,09/09/2020 08:21:04,No
32.18,13,0,400,09/09/2020 08:21:05,No
32.18,13,0,400,09/09/2020 08:21:06,No
32.18,11,0,55,09/09/2020 08:21:07,No
32.18,11,0,400,09/09/2020 08:21:08,No
32.18,11,0,400,09/09/2020 08:21:09,No
32.18,11,0,400,09/09/2020 08:21:10,No
32.18,11,0,400,09/09/2020 08:21:11,No
32.18,11,0,400,09/09/2020 08:21:12,No
32.18,11,0,400,09/09/2020 08:21:13,No
32.18,11,0,400,09/09/2020 08:21:14,No
32.18,11,0,400,09/09/2020 08:21:15,No
32.18,11,0,400,09/09/2020 08:21:16,No
32.18,12,0,400,09/09/2020 08:21:17,No
32.18,12,0,400,09/09/2020 08:21:18,No
32.18,12,0,400,09/09/2020 08:21:19,No
32.18,12,0,400,09/09/2020 08:21:20,No
32.18,12,0,400,09/09/2020 08:21:21,No
32.18,12,0,400,09/09/2020 08:21:22,No
32.18,12,0,400,09/09/2020 08:21:23,No
32.18,12,0,400,09/09/2020 08:21:24,No
32.18,12,0,400,09/09/2020 08:21:25,No
32.18,12,0,400,09/09/2020 08:21:26,No
32.18,12,0,400,09/09/2020 08:21:27,No
32.18,12,0,400,09/09/2020 08:21:28,No
32.18,12,0,400,09/09/2020 08:21:29,No
32.18,12,0,74.86,09/09/2020 08:21:30,No
32.18,13,0,400,09/09/2020 08:21:31,No
32.18,13,0,400,09/09/2020 08:21:32,No
24.82,13,0,400,09/09/2020 08:21:33,No
24.5,13,0,400,09/09/2020 08:21:34,No
24.86,13,0,400,09/09/2020 08:21:35,No
107.59,13,1,4.28,09/09/2020 08:21:36,Yes
109.2,13,1,4.28,09/09/2020 08:21:37,Yes
110.49,13,1,5.73,09/09/2020 08:21:38,Yes
25,13,1,19.56,09/09/2020 08:21:39,Yes
25,13,1,18.08,09/09/2020 08:21:40,Yes
25,13,1,19.04,09/09/2020 08:21:41,Yes
25.14,13,0,9.89,09/09/2020 08:21:42,No
25.82,13,0,9.85,09/09/2020 08:21:43,No
25.14,13,0,9.84,09/09/2020 08:21:44,No
25.63,13,0,154.49,09/09/2020 08:21:45,No
25.63,13,0,400,09/09/2020 08:21:46,No
88,13,1,12,09/09/2020 08:21:47,Yes
78,13,1,15,09/09/2020 08:21:48,Yes
24.38,11,1,154.89,09/09/2020 08:21:49,Yes
23,11,1,21.85,09/09/2020 08:21:50,Yes
24.28,11,0,153.22,10/10/2020 16:03:51,No
24.28,11,0,154.08,10/10/2020 16:03:52,No
23.63,11,0,400,10/10/2020 16:03:53,No
23.63,11,0,400,10/10/2020 16:03:54,No
23.96,11,0,400,10/10/2020 16:03:55,No
52.16,11,1,22,10/10/2020 16:03:56,No
36.37,11,1,7.52,10/10/2020 16:03:57,Yes
32.18,11,1,22,10/10/2020 16:03:58,Yes
75.68,12,1,22,10/10/2020 16:03:59,Yes
44.75,12,1,21,10/10/2020 16:04:00,Yes
36.37,12,1,22,10/10/2020 16:04:01,Yes
119.51,12,1,17,10/10/2020 16:04:02,Yes
91.15,12,1,19,10/10/2020 16:04:03,Yes
88.9,12,1,22,10/10/2020 16:04:04,Yes
63.12,12,1,23,10/10/2020 16:04:05,Yes
102.43,12,1,14,10/10/2020 16:04:06,Yes
153.35,12,1,13,10/10/2020 16:04:07,Yes
157.22,12,1,12,10/10/2020 16:04:08,Yes
89.22,12,1,22,10/10/2020 16:04:09,Yes
32.5,12,1,32,10/10/2020 16:04:10,Yes
81.81,12,1,12,10/10/2020 16:04:11,Yes
61.83,12,1,12,10/10/2020 16:04:12,Yes
96.31,13,1,9.47,10/10/2020 16:04:13,Yes
32.5,13,1,24,10/10/2020 16:04:14,Yes
35.4,13,1,29,10/10/2020 16:04:15,Yes
35.4,13,1,33,10/10/2020 16:04:16,Yes
36.69,13,1,34,10/10/2020 16:04:17,Yes
36.37,13,1,32,10/10/2020 16:04:18,Yes
43.13,13,1,23,10/10/2020 16:04:19,Yes
36.69,13,1,28,10/10/2020 16:04:20,Yes
99,13,1,12,10/10/2020 16:04:21,Yes
45.07,13,1,23,10/10/2020 16:04:22,Yes
121,13,1,7.91,10/10/2020 16:04:23,Yes
44,13,1,22,10/10/2020 16:04:24,Yes
112,13,1,6.76,10/10/2020 16:04:25,Yes
36.69,13,1,32,10/10/2020 16:04:26,Yes
34.76,13,1,10.77,10/10/2020 16:04:27,Yes
34.43,13,1,33,10/10/2020 16:04:28,Yes
44,13,1,22,10/10/2020 16:04:29,Yes
111,13,1,6.76,10/10/2020 16:04:30,Yes
44,11,1,22,10/10/2020 16:04:31,Yes
37.01,11,1,44,10/10/2020 16:04:32,Yes
35.72,11,1,33,10/10/2020 16:04:33,No
31.53,11,0,25.22,10/10/2020 16:04:34,No
32.5,11,0,25.47,10/10/2020 16:04:35,No
32.5,11,0,43,10/10/2020 16:04:36,No
32.5,11,0,58.89,10/10/2020 16:04:37,No
32.5,11,0,32,10/10/2020 16:04:38,No
32.5,11,0,24.47,10/10/2020 16:04:39,No
32.5,11,0,21,10/10/2020 16:04:40,No
32.5,12,0,35.34,10/10/2020 16:04:41,No
32.18,12,0,31.24,10/10/2020 16:04:42,No
32.5,12,0,21,10/10/2020 16:04:43,No
32.5,12,0,30.7,10/10/2020 16:04:44,No
32.18,12,0,61,10/10/2020 16:04:45,No
32.18,12,0,23,10/10/2020 16:04:46,No
32.18,12,0,58.1,10/10/2020 16:04:47,No
31.21,12,0,61.92,10/10/2020 16:04:48,No
31.86,12,0,60.21,10/10/2020 16:04:49,No
31.21,12,0,60.7,10/10/2020 16:04:50,No
31.86,12,0,45,10/10/2020 16:04:51,No
31.86,12,0,27.28,10/10/2020 16:04:52,No
31.21,12,0,43,10/10/2020 16:04:53,No
32.18,12,0,43.43,10/10/2020 16:04:54,No
31.53,13,0,43,10/10/2020 16:04:55,No
30.89,13,0,24.33,10/10/2020 16:04:56,No
31.86,13,0,61.12,10/10/2020 16:04:57,No
31.86,13,0,32,10/10/2020 16:04:58,No
31.86,13,0,25.27,10/10/2020 16:04:59,No
31.21,13,0,34,10/10/2020 16:05:00,No
30.89,13,0,24.32,10/10/2020 16:05:01,No
31.86,13,0,60.21,10/10/2020 16:05:02,No
31.21,13,0,43,10/10/2020 16:05:03,No
31.86,13,0,26.73,10/10/2020 16:05:04,No
31.86,13,0,32,10/10/2020 16:05:05,No
31.86,13,0,28.38,10/10/2020 16:05:06,No
32.5,13,0,34,10/10/2020 16:05:07,No
31.86,13,0,25.62,10/10/2020 16:05:08,No
32.18,13,0,59.21,10/10/2020 16:05:09,No
31.21,13,0,400,10/10/2020 16:05:10,No
31.21,13,0,23.01,10/10/2020 16:05:11,No
31.21,13,0,54,10/10/2020 16:05:12,No
31.21,11,0,19.6,10/10/2020 16:05:13,No
31.86,11,0,59.47,10/10/2020 16:05:14,No
31.21,11,0,60.47,10/10/2020 16:05:15,No
31.21,11,0,60.46,10/10/2020 16:05:16,No
31.21,11,0,54,10/10/2020 16:05:17,No
31.86,11,0,20.1,10/10/2020 16:05:18,No
32.18,11,0,32,10/10/2020 16:05:19,No
32.18,11,0,57.64,10/10/2020 16:05:20,No
31.53,11,0,32,10/10/2020 16:05:21,No
32.18,11,0,61.2,10/10/2020 16:05:22,No
31.21,12,0,21,10/10/2020 16:05:23,No
31.53,12,0,59.49,10/10/2020 16:05:24,No
31.86,12,0,32,10/10/2020 16:05:25,No
31.53,12,0,57.68,10/10/2020 16:05:26,No
31.86,12,0,43,10/10/2020 16:05:27,No
32.18,12,0,61.42,10/10/2020 16:05:28,No
30.89,12,0,54,10/10/2020 16:05:29,No
32.18,12,0,59.05,10/10/2020 16:05:30,No
31.21,12,0,61.45,10/10/2020 16:05:31,No
31.21,12,0,64.37,10/10/2020 16:05:32,No
31.86,12,0,32,10/10/2020 16:05:33,No
31.21,12,0,20.44,10/10/2020 16:05:34,No
31.21,12,0,32,10/10/2020 16:05:35,No
31.21,12,0,22.4,10/10/2020 16:05:36,No
31.86,13,0,60.77,10/10/2020 16:05:37,No
31.53,13,0,21,10/10/2020 16:05:38,No
31.21,13,0,58.82,10/10/2020 16:05:39,No
32.18,13,0,43,10/10/2020 16:05:40,No
31.86,13,0,22.42,10/10/2020 16:05:41,No
32.18,13,0,64.48,10/10/2020 16:05:42,No
32,13,1,43,10/10/2020 16:05:43,No
32.5,13,1,52.37,10/10/2020 16:05:44,Yes
32,13,1,21,10/10/2020 16:05:45,Yes
30.24,13,1,54.18,10/10/2020 16:05:46,Yes
30.24,13,1,65,10/10/2020 16:05:47,Yes
32.5,13,1,52.51,10/10/2020 16:05:48,Yes
32.5,13,1,45,10/10/2020 16:05:49,Yes
32.5,13,1,53.76,10/10/2020 16:05:50,Yes
30.24,13,1,65,10/10/2020 16:05:51,Yes
32.5,13,1,56.2,10/10/2020 16:05:52,Yes
30.24,13,1,45,10/10/2020 16:05:53,Yes
32.5,13,1,56.2,10/10/2020 16:05:54,Yes
30.24,11,1,59.69,10/10/2020 16:05:55,Yes
30.24,11,1,55,10/10/2020 16:05:56,Yes
30.24,11,0,55.05,10/10/2020 16:05:57,Yes
30.24,11,0,66,10/10/2020 16:05:58,Yes
30.24,11,1,55.44,10/10/2020 16:05:59,Yes
32.5,11,1,54,10/10/2020 16:06:00,Yes
32,11,1,12,10/10/2020 16:06:01,Yes
30.24,11,1,65,10/10/2020 16:06:02,Yes
32.18,11,1,56.59,10/10/2020 16:06:03,Yes
32.18,11,1,54,10/10/2020 16:06:04,Yes
32.5,12,1,56.18,10/10/2020 16:06:05,Yes
32.5,12,1,45,10/10/2020 16:06:06,Yes
30.24,12,1,57.48,10/10/2020 16:06:07,Yes
30.24,12,1,34,10/10/2020 16:06:08,Yes
30.24,12,1,57.2,10/10/2020 16:06:09,Yes
30.24,12,1,34,10/10/2020 16:06:10,Yes
32.18,12,1,59,10/10/2020 16:06:11,Yes
30.24,12,1,54,10/10/2020 16:06:12,Yes
32.18,12,1,57.72,10/10/2020 16:06:13,Yes
32.18,12,1,34,10/10/2020 16:06:14,Yes
32.18,12,1,60.05,10/10/2020 16:06:15,Yes
30.24,12,1,43,10/10/2020 16:06:16,Yes
30.24,12,1,60.11,10/10/2020 16:06:17,Yes
30.24,12,1,54,10/10/2020 16:06:18,Yes
30.24,13,1,60.04,10/10/2020 16:06:19,Yes
32.18,13,1,65,10/10/2020 16:06:20,Yes
30.24,13,1,57.5,10/10/2020 16:06:21,Yes
30.24,13,1,76,10/10/2020 16:06:22,Yes
32.18,13,1,55.94,10/10/2020 16:06:23,Yes
32.18,13,1,61.57,10/10/2020 16:06:24,Yes
32,13,1,22,10/10/2020 16:06:25,No
32.18,13,0,400,10/10/2020 16:06:26,No
32.18,13,0,400,10/10/2020 16:06:27,No
32.18,13,0,400,10/10/2020 16:06:28,No
32.18,13,0,400,10/10/2020 16:06:29,No
32.18,13,0,400,10/10/2020 16:06:30,No
32.18,13,0,400,10/10/2020 16:06:31,No
32.18,13,0,400,10/10/2020 16:06:32,No
32.18,13,0,400,10/10/2020 16:06:33,No
32.18,13,0,400,10/10/2020 16:06:34,No
32.18,13,0,400,10/10/2020 16:06:35,No
32.18,13,0,400,10/10/2020 16:06:36,No
32.18,11,0,75.12,10/10/2020 16:06:37,No
32.18,11,0,400,10/10/2020 16:06:38,No
32.18,11,0,400,10/10/2020 16:06:39,No
32.18,11,0,74.18,10/10/2020 16:06:40,No
32.18,11,0,400,10/10/2020 16:06:41,No
32.18,11,0,400,10/10/2020 16:06:42,No
32.18,11,0,400,10/10/2020 16:06:43,No
32.18,11,0,400,10/10/2020 16:06:44,No
32.18,11,0,400,10/10/2020 16:06:45,No
32.18,11,0,400,10/10/2020 16:06:46,No
32.18,12,0,70.24,10/10/2020 16:06:47,No
32.18,12,0,82.61,10/10/2020 16:06:48,No
32.18,12,0,400,10/10/2020 16:06:49,No
32.18,12,0,66.13,10/10/2020 16:06:50,No
32.18,12,0,76.24,10/10/2020 16:06:51,No
32.18,12,0,76.22,10/10/2020 16:06:52,No
32.18,12,0,400,10/10/2020 16:06:53,No
32.18,12,0,400,10/10/2020 16:06:54,No
32.18,12,0,400,10/10/2020 16:06:55,No
32.18,12,0,400,10/10/2020 16:06:56,No
32.18,12,0,400,10/10/2020 16:06:57,No
32.18,12,0,400,10/10/2020 16:06:58,No
32.18,12,0,400,10/10/2020 16:06:59,No
32.18,12,0,400,10/10/2020 16:07:00,No
32.18,13,0,400,10/10/2020 16:07:01,No
32.18,13,0,70.36,10/10/2020 16:07:02,No
32.18,13,0,400,10/10/2020 16:07:03,No
32.18,13,0,400,10/10/2020 16:07:04,No
32.18,13,0,400,10/10/2020 16:07:05,No
32.18,13,0,400,10/10/2020 16:07:06,No
32.18,13,0,400,10/10/2020 16:07:07,No
32.18,13,0,400,10/10/2020 16:07:08,No
32.18,13,0,78.93,10/10/2020 16:07:09,No
32.18,13,0,77.67,10/10/2020 16:07:10,No
32.18,13,0,71.72,10/10/2020 16:07:11,No
32.18,13,0,400,10/10/2020 16:07:12,No
31.86,13,0,400,10/10/2020 16:07:13,No
32.18,13,0,75.51,10/10/2020 16:07:14,No
32.18,13,0,400,10/10/2020 16:07:15,No
32.5,13,0,400,10/10/2020 16:07:16,No
32.18,13,0,400,10/10/2020 16:07:17,No
32.18,13,0,107.1,10/10/2020 16:07:18,No
32.18,11,0,400,10/10/2020 16:07:19,No
32.18,11,0,400,10/10/2020 16:07:20,No
32.18,11,0,70.74,10/10/2020 16:07:21,No
32.18,11,0,400,10/10/2020 16:07:22,No
34.76,11,0,70.31,10/10/2020 16:07:23,No
44,11,1,24,11/11/2020 11:11:23,Yes
45,11,1,25,11/11/2020 11:11:24,Yes
44,11,1,24,11/11/2020 11:11:25,Yes
43,11,1,23,11/11/2020 11:11:26,Yes
47,11,1,23,11/11/2020 11:11:27,Yes
46,12,1,24,11/11/2020 11:11:28,Yes
50,12,1,27,11/11/2020 11:11:29,Yes
45,12,1,26,11/11/2020 11:11:30,Yes
44,12,1,21,11/11/2020 11:11:31,Yes
43,12,1,22,11/11/2020 11:11:32,Yes
46,12,1,23,11/11/2020 11:11:33,Yes
42,12,1,24,11/11/2020 11:11:34,Yes
43,12,1,23,11/11/2020 11:11:35,Yes
44,12,1,28,11/11/2020 11:11:36,Yes
45,12,1,29,11/11/2020 11:11:37,Yes
45,12,1,21,11/11/2020 11:11:38,Yes
43,12,1,19,11/11/2020 11:11:39,Yes
44,12,1,31,11/11/2020 11:11:40,Yes
44,12,1,32,11/11/2020 11:11:41,Yes
43,13,1,22,11/11/2020 11:11:42,Yes
43,13,1,23,11/11/2020 11:11:43,Yes
46,13,1,25,11/11/2020 11:11:44,Yes
45,13,1,24,11/11/2020 11:11:45,Yes
45,13,1,26,11/11/2020 11:11:46,Yes
25,13,1,50,12/11/2020 12:12:46,No
24,13,1,49,12/11/2020 12:12:47,No
23,13,1,48,12/11/2020 12:12:48,No
22,13,1,47,12/11/2020 12:12:49,No
21,13,1,46,12/11/2020 12:12:50,No
20,13,1,51,12/11/2020 12:12:51,No
26,13,1,52,12/11/2020 12:12:52,No
27,13,1,53,12/11/2020 12:12:53,No
28,13,1,54,12/11/2020 12:12:54,No
29,13,1,55,12/11/2020 12:12:55,No
30,13,1,47,12/11/2020 12:12:56,No
24,13,1,46,12/11/2020 12:12:57,No
23,13,1,51,12/11/2020 12:12:58,No
22,11,1,55,12/11/2020 12:12:59,No
21,11,1,47,12/11/2020 12:13:00,No
24,11,1,46,12/11/2020 12:13:01,No
26,11,1,49,12/11/2020 12:13:02,No
27,11,1,47,12/11/2020 12:13:03,No
28,11,1,46,12/11/2020 12:13:04,No
29,11,1,55,12/11/2020 12:13:05,No
24,11,1,47,12/11/2020 12:13:06,No
23,11,1,46,12/11/2020 12:13:07,No
22,11,1,47,12/11/2020 12:13:08,No
21,12,1,46,12/11/2020 12:13:09,No
24,12,1,51,12/11/2020 12:13:10,No
23,12,1,55,12/11/2020 12:13:11,No
22,12,1,47,12/11/2020 12:13:12,No
21,12,1,46,12/11/2020 12:13:13,No
27,12,1,49,12/11/2020 12:13:14,No
28,12,1,47,12/11/2020 12:13:15,No
29,12,1,46,12/11/2020 12:13:16,No
24,12,1,51,12/11/2020 12:13:17,No
25,12,1,50,09/07/2020 10:10:17,Yes
23,12,1,48,09/07/2020 10:10:18,Yes
22,12,1,46,09/07/2020 10:10:19,Yes
20,12,1,52,09/07/2020 10:10:20,Yes
23,12,1,53,09/07/2020 10:10:21,Yes
22,13,1,54,09/07/2020 10:10:22,Yes
20,13,1,51,09/07/2020 10:10:23,Yes
16,13,1,49,09/07/2020 10:10:24,Yes
19,13,1,47,09/07/2020 10:10:25,Yes
22,13,1,45,09/07/2020 10:10:26,Yes
21,13,1,49,09/07/2020 10:10:27,Yes
20,13,1,47,09/07/2020 10:10:28,Yes
19,13,1,45,09/07/2020 10:10:29,Yes
23,13,1,54,09/07/2020 10:10:30,Yes
18,13,1,51,09/07/2020 10:10:31,Yes
23,13,1,49,09/07/2020 10:10:32,Yes
22,13,1,49,09/07/2020 10:10:33,Yes
20,13,1,47,09/07/2020 10:10:34,Yes
23,13,1,45,09/07/2020 10:10:35,Yes
22,13,1,54,09/07/2020 10:10:36,Yes
20,13,1,51,09/07/2020 10:10:37,Yes
16,13,1,49,09/07/2020 10:10:38,Yes
19,13,1,47,09/07/2020 10:10:39,Yes
26,11,1,49,09/07/2020 10:10:40,Yes
23,11,1,47,09/07/2020 10:10:41,Yes
22,11,1,45,09/07/2020 10:10:42,Yes
20,11,1,49,09/07/2020 10:10:43,Yes
23,11,1,47,09/07/2020 10:10:44,Yes
22,11,1,45,09/07/2020 10:10:45,Yes
20,11,1,54,09/07/2020 10:10:46,Yes
16,11,1,51,09/07/2020 10:10:47,Yes
19,11,1,49,09/07/2020 10:10:48,Yes
40,11,1,50,08/08/2020 08:08:47,No
39,12,1,51,08/08/2020 08:08:48,Yes
38,12,1,49,08/08/2020 08:08:49,Yes
36,12,1,49,08/08/2020 08:08:50,No
37,12,1,47,08/08/2020 08:08:51,Yes
41,12,1,45,08/08/2020 08:08:52,Yes
43,12,1,54,08/08/2020 08:08:53,Yes
42,12,1,51,08/08/2020 08:08:54,No
45,12,1,49,08/08/2020 08:08:55,Yes
44,12,1,47,08/08/2020 08:08:56,Yes
35,12,1,49,08/08/2020 08:08:57,No
38,12,1,47,08/08/2020 08:08:58,No
39,12,1,45,08/08/2020 08:08:59,Yes
42,12,1,49,08/08/2020 08:09:00,Yes
44,12,1,47,08/08/2020 08:09:01,No
45,13,1,45,08/08/2020 08:09:02,Yes
41,13,1,54,08/08/2020 08:09:03,Yes
47,13,1,51,08/08/2020 08:09:04,No
42,13,1,51,08/08/2020 08:09:05,Yes
38,13,1,49,08/08/2020 08:09:06,No
37,13,1,49,08/08/2020 08:09:07,Yes
39,13,1,47,08/08/2020 08:09:08,Yes
47,13,1,45,08/08/2020 08:09:09,Yes
42,13,1,54,08/08/2020 08:09:10,No
38,13,1,51,08/08/2020 08:09:11,Yes
37,13,1,49,08/08/2020 08:09:12,Yes
39,13,1,47,08/08/2020 08:09:13,No
44,13,1,49,08/08/2020 08:09:14,Yes
45,13,1,47,08/08/2020 08:09:15,No
47,13,1,45,08/08/2020 08:09:16,Yes
42,13,1,49,08/08/2020 08:09:17,Yes
38,13,1,51,08/08/2020 08:09:18,Yes
37,13,1,49,08/08/2020 08:09:19,Yes
39,11,1,49,08/08/2020 08:09:20,No
39,11,1,47,08/08/2020 08:09:21,Yes
42,11,1,45,08/08/2020 08:09:22,Yes
44,11,1,54,08/08/2020 08:09:23,No
45,11,1,51,08/08/2020 08:09:24,Yes
41,11,1,49,08/08/2020 08:09:25,Yes
47,11,1,47,08/08/2020 08:09:26,No
42,11,1,49,08/08/2020 08:09:27,Yes
38,11,1,47,08/08/2020 08:09:28,Yes
37,11,1,45,08/08/2020 08:09:29,No
39,12,1,49,08/08/2020 08:09:30,No
39,12,1,47,08/08/2020 08:09:31,Yes
42,12,1,45,08/08/2020 08:09:32,Yes
44,12,1,54,08/08/2020 08:09:33,No
45,12,1,51,08/08/2020 08:09:34,Yes
47,12,1,45,08/08/2020 08:09:35,Yes
42,12,1,54,08/08/2020 08:09:36,No
38,12,1,51,08/08/2020 08:09:37,No
37,12,1,49,08/08/2020 08:09:38,Yes
39,12,1,47,08/08/2020 08:09:39,Yes
42,12,1,49,08/08/2020 08:09:40,No
44,12,1,47,08/08/2020 08:09:41,Yes
45,12,1,45,08/08/2020 08:09:42,No
41,12,1,49,08/08/2020 08:09:43,No
47,13,1,51,08/08/2020 08:09:44,Yes
42,13,1,49,08/08/2020 08:09:45,Yes
38,13,1,49,08/08/2020 08:09:46,Yes
37,13,1,47,08/08/2020 08:09:47,Yes
39,13,1,45,08/08/2020 08:09:48,No
47,13,1,54,08/08/2020 08:09:49,Yes
42,13,1,51,08/08/2020 08:09:50,Yes
38,13,1,49,08/08/2020 08:09:51,No
37,13,1,51,08/08/2020 08:09:52,Yes
39,13,1,49,08/08/2020 08:09:53,No
44,13,1,49,08/08/2020 08:09:54,Yes
45,13,1,47,08/08/2020 08:09:55,Yes
41,13,1,45,08/08/2020 08:09:56,No
47,13,1,54,08/08/2020 08:09:57,Yes
42,13,1,51,08/08/2020 08:09:58,No
38,13,1,49,08/08/2020 08:09:59,Yes
37,13,1,47,08/08/2020 08:10:00,Yes
39,13,1,49,08/08/2020 08:10:01,No
38,13,1,47,08/08/2020 08:10:02,No
39,13,1,45,08/08/2020 08:10:03,Yes
42,13,1,49,08/08/2020 08:10:04,Yes
44,13,1,47,08/08/2020 08:10:05,No
45,13,1,51,08/08/2020 08:10:06,Yes
41,13,1,49,08/08/2020 08:10:07,No
47,13,1,49,08/08/2020 08:10:08,Yes
42,13,1,47,08/08/2020 08:10:09,Yes
38,13,1,45,08/08/2020 08:10:10,No
37,13,1,54,08/08/2020 08:10:11,Yes
39,13,1,51,08/08/2020 08:10:12,No
44,13,1,49,08/08/2020 08:10:13,Yes
45,13,1,47,08/08/2020 08:10:14,Yes
38,13,1,49,08/08/2020 08:10:15,No
39,13,1,47,08/08/2020 08:10:16,Yes
42,13,1,45,08/08/2020 08:10:17,No
44,13,1,49,08/08/2020 08:10:18,Yes
45,13,1,47,08/08/2020 08:10:19,No
41,13,1,45,08/08/2020 08:10:20,Yes
47,13,1,51,08/08/2020 08:10:21,Yes
42,13,1,49,08/08/2020 08:10:22,Yes
38,13,1,49,08/08/2020 08:10:23,No
37,13,1,47,08/08/2020 08:10:24,Yes
39,13,1,45,08/08/2020 08:10:25,Yes
47,13,1,54,08/08/2020 08:10:26,Yes
42,13,1,51,08/08/2020 08:10:27,Yes
38,13,1,49,08/08/2020 08:10:28,No
37,13,1,47,08/08/2020 08:10:29,Yes
39,13,1,49,08/08/2020 08:10:30,Yes
42,13,1,47,08/08/2020 08:10:31,No
44,13,1,45,08/08/2020 08:10:32,No
45,13,1,49,08/08/2020 08:10:33,Yes
41,13,1,47,08/08/2020 08:10:34,Yes
